id,fdc_id,name,origin_dataset,is_whole_food,is_vegetarian,shortened_name,emojis,popular_score
2530,2342071,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,True,True,"Sausage, noodles",🌭🍜,3
2533,2342074,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,True,True,"Pork, potatoes",🐖🥔,4
2535,2342076,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,True,True,"Sausage, potatoes",🌭🥔,4
2539,2342080,Pork chow mein or chop suey with noodles,survey_fndds_food,True,False,Pork chow mein or chop suey with noodles,🐖🥢🍜,3
2541,2342082,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food,True,True,"Pork, rice",🐖🍚,3
2544,2342085,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,True,True,"Ham, potatoes",🥔🍖,4
2546,2342087,Sweet and sour pork with rice,survey_fndds_food,True,True,Sweet and sour pork with rice,🐖🍚,3
2547,2342088,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,True,True,"Lamb or mutton, rice",🍖🍚,2
2550,2342091,Stuffed grape leaves with lamb and rice,survey_fndds_food,True,True,Stuffed grape leaves with lamb and rice,🍇🥙🍖🍚,2
2553,2342094,"Stewed rabbit, Puerto Rican style,",survey_fndds_food,True,False,"Stewed rabbit, Puerto Rican style,",🐰🇵🇷,1
2556,2342097,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,True,True,"Venison or deer, potatoes",🦌🥔,2
2558,2342099,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food,True,True,"Venison or deer, noodles",🦌🍜,2
2559,2342100,"Chicken or turkey, potatoes, corn, and cheese, with gravy",survey_fndds_food,True,False,"Chicken or turkey, potatoes",🐓🥔,4
2571,2342112,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",survey_fndds_food,True,True,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli",,1
2573,2342114,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,True,True,"Chicken or turkey, noodles",🐓🍜,4
2580,2342121,Chicken or turkey chow mein or chop suey with noodles,survey_fndds_food,True,False,Chicken or turkey chow mein or chop suey with noodles,,1
2584,2342125,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food,True,True,"Chicken or turkey, rice",🐓🍚,4
2596,2342137,"Pot pie, chicken",survey_fndds_food,True,False,"Pot pie, chicken",🥧🐓,4
2598,2342139,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",survey_fndds_food,True,True,"Chicken or turkey,stuffing, and vegetables excluding carrots",🦃🍗🥔🍅,4
2600,2342141,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food,True,False,"Chicken or turkey, stuffing",🐓🦃🍞,4
2602,2342143,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",survey_fndds_food,True,False,"Chicken or turkey, dumplings",🐔🍲,4
2603,2342144,"Chicken fricassee, Puerto Rican style",survey_fndds_food,True,True,"Chicken fricassee, Puerto Rican style",🐔🇵🇷,3
2604,2342145,Paella with seafood,survey_fndds_food,True,True,Paella with seafood,🦐🍚,3
2605,2342146,Shrimp chow mein or chop suey with noodles,survey_fndds_food,True,False,Shrimp chow mein or chop suey with noodles,🍤🥢🍜,3
2606,2342147,"Shrimp creole, with rice",survey_fndds_food,True,True,"Shrimp creole, with rice",🦐🍛,3
2607,2342148,"Tuna noodle casserole with vegetables, cream or white sauce",survey_fndds_food,True,True,"Tuna noodle casserole with vegetables, cream or white sauce",,1
2609,2342150,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food,True,True,"Fish, noodles",🐟🍜,2
2612,2342153,Tuna noodle casserole with vegetables and mushroom sauce,survey_fndds_food,True,True,Tuna noodle casserole with vegetables and mushroom sauce,🐟🍜🥬🍄,3
2613,2342154,"Codfish with starchy vegetables, Puerto Rican style",survey_fndds_food,True,True,"Codfish with starchy vegetables, Puerto Rican style",🐟🍠🥔,2
2614,2342155,"Biscayne codfish, Puerto Rican style",survey_fndds_food,True,False,"Biscayne codfish, Puerto Rican style",🐟🇵🇷,1
2618,2342159,"Chow mein or chop suey, various types of meat, with noodles",survey_fndds_food,True,False,"Chow mein or chop suey, various types of meat",,1
2619,2342160,"Stewed variety meats, mostly liver, Puerto Rican style",survey_fndds_food,True,False,"Stewed variety meats, mostly liver",🍖🍲,2
2620,2342161,"Stewed tripe, with potatoes, Puerto Rican style",survey_fndds_food,True,True,"Stewed tripe, with potatoes",🍖🥔,1
2621,2342162,Gumbo with rice,survey_fndds_food,True,True,Gumbo with rice,🌶🥣,3
2622,2342163,Jambalaya with meat and rice,survey_fndds_food,True,True,Jambalaya with meat and rice,🍛🍖🍚,3
2624,2342165,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food,True,True,"Beef and vegetables excluding carrots, broccoli",🍖🍅🥦,3
2625,2342166,"Beef shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Beef shish kabob with vegetables, excluding potatoes",🍖🥬🍅,3
2628,2342169,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",survey_fndds_food,True,False,"Beef rolls, stuffed with vegetables or meat mixture",🍖🌯,3
2629,2342170,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food,True,True,"Beef with vegetables excluding carrots, broccoli",🍖🍅🍠,3
2633,2342174,Beef and broccoli,survey_fndds_food,True,False,Beef and broccoli,🍖🥦,4
2637,2342178,"Beef chow mein or chop suey, no noodles",survey_fndds_food,True,False,"Beef chow mein or chop suey, no noodles",🍖🥬🍲,3
2640,2342181,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food,True,True,"Beef, tofu",🍖🥬,3
2641,2342182,"Beef and vegetables, Hawaiian style",survey_fndds_food,True,True,"Beef and vegetables, Hawaiian style",🍖🥬🌺,3
2644,2342185,Beef salad,survey_fndds_food,True,False,Beef salad,🥗🍖,3
2650,2342191,"Beef stew with vegetables excluding potatoes, Puerto Rican style",survey_fndds_food,True,True,"Beef stew with vegetables excluding potatoes, Puerto Rican style",,1
2651,2342192,"Corned beef with tomato sauce and onion, Puerto Rican style",survey_fndds_food,True,True,"Corned beef with tomato sauce and onion, Puerto Rican style",,1
2652,2342193,"Beef steak with onions, Puerto Rican style",survey_fndds_food,True,False,"Beef steak with onions, Puerto Rican style",🍖🧅🇵🇷,2
2653,2342194,Cabbage with ham hocks,survey_fndds_food,True,True,Cabbage with ham hocks,🥬🍖,2
2654,2342195,Ham or pork salad,survey_fndds_food,True,False,Ham or pork salad,🥗🐖,3
2655,2342196,Frankfurters or hot dogs and sauerkraut,survey_fndds_food,True,False,Frankfurters or hot dogs and sauerkraut,🌭🥬,3
2657,2342198,Greens with ham or pork,survey_fndds_food,True,True,Greens with ham or pork,🥬🍖,3
2659,2342200,"Pork and vegetables, Hawaiian style",survey_fndds_food,True,True,"Pork and vegetables, Hawaiian style",🐖🍍🥬,3
2660,2342201,Pork and watercress with soy-based sauce,survey_fndds_food,True,True,Pork and watercress with soy-based sauce,🐖🥬🥣,3
2663,2342204,Pork and onions with soy-based sauce,survey_fndds_food,True,True,Pork and onions with soy-based sauce,🐖🧅🍜,3
2666,2342207,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food,True,True,"Ham and vegetables excluding carrots, broccoli",🥓🍅🥕,3
2667,2342208,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food,True,True,"Pork and vegetables excluding carrots, broccoli",🐖🍅🥬,4
2668,2342209,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food,True,True,"Pork, tofu",🐖🥬,3
2669,2342210,"Pork chow mein or chop suey, no noodles",survey_fndds_food,True,False,"Pork chow mein or chop suey, no noodles",🐖🥬🥢,3
2671,2342212,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food,True,True,"Pork and vegetables excluding  carrots, broccoli",🐖🍅🥦,4
2673,2342214,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food,True,True,"Sausage and vegetables, excluding carrots",🌭🥬,3
2674,2342215,"Sausage and peppers, no sauce",survey_fndds_food,True,False,"Sausage and peppers, no sauce",🌭🫑,4
2677,2342218,"Pork shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Pork shish kabob with vegetables, excluding potatoes",🐖🥕🍅🍆🍍,3
2679,2342220,"Pork chop stewed with vegetables, Puerto Rican style",survey_fndds_food,True,True,"Pork chop stewed with vegetables, Puerto Rican style",🐖🍲🥬,2
2682,2342223,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",survey_fndds_food,True,True,"Veal with vegetables excluding carrots, broccoli",🍖🍅🥦,3
2683,2342224,"Lamb shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Lamb shish kabob with vegetables, excluding potatoes",🐑🥢🍅🍊🍆,3
2685,2342226,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food,True,True,"Chicken or turkey and vegetables excluding carrots, broccoli",🐓🥕,4
2686,2342227,"Chicken or turkey shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Chicken or turkey shish kabob with vegetables, excluding potatoes",,1
2687,2342228,"Chicken or turkey creole, without rice",survey_fndds_food,True,True,"Chicken or turkey creole, without rice",🐓🍅,3
2691,2342232,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",survey_fndds_food,True,True,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli",,1
2692,2342233,Chicken or turkey divan,survey_fndds_food,True,False,Chicken or turkey divan,🐓🥬,3
2700,2342241,Almond chicken,survey_fndds_food,True,True,Almond chicken,🥜🐓,3
2701,2342242,"Chicken or turkey chow mein or chop suey, no noodles",survey_fndds_food,True,False,"Chicken or turkey chow mein or chop suey, no noodles",,1
2702,2342243,"Chicken or turkey salad, made with mayonnaise",survey_fndds_food,True,True,"Chicken or turkey salad, made with mayonnaise",🐓🥗,4
2704,2342245,Chicken or turkey salad with egg,survey_fndds_food,True,False,Chicken or turkey salad with egg,🐓🥗🥚,4
2705,2342246,"Chicken or turkey salad, made with light mayonnaise",survey_fndds_food,True,True,"Chicken or turkey salad, made with light mayonnaise",🐓🥗,4
2708,2342249,"Chicken or turkey salad, made with creamy dressing",survey_fndds_food,True,True,"Chicken or turkey salad, made with creamy dressing",🐓🥗🥣,4
2709,2342250,"Chicken or turkey salad, made with light creamy dressing",survey_fndds_food,True,True,"Chicken or turkey salad, made with light creamy dressing",,1
2710,2342251,"Chicken or turkey salad, made with Italian dressing",survey_fndds_food,True,True,"Chicken or turkey salad, made with Italian dressing",🥗🐓🇮🇹,3
2711,2342252,"Chicken or turkey salad, made with light Italian dressing",survey_fndds_food,True,True,"Chicken or turkey salad, made with light Italian dressing",,1
2712,2342253,"Chicken or turkey salad, made with any type of fat free dressing",survey_fndds_food,True,True,"Chicken or turkey salad, made with any type of fat free dressing",,1
2725,2342266,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",survey_fndds_food,True,True,"Chicken or turkey fricassee, with sauce",🐓🍜🍝,4
2726,2342267,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",survey_fndds_food,True,False,"Chicken or turkey fricassee, no sauce",🍗🍖,3
2727,2342268,Crab salad,survey_fndds_food,True,True,Crab salad,🦀🥗,3
2728,2342269,Lobster salad,survey_fndds_food,True,False,Lobster salad,🦞🥗,3
2729,2342270,Salmon salad,survey_fndds_food,True,True,Salmon salad,🍣🥗,3
2730,2342271,"Shrimp chow mein or chop suey, no noodles",survey_fndds_food,True,False,"Shrimp chow mein or chop suey, no noodles",🦐🥬,3
2731,2342272,"Tuna salad, made with mayonnaise",survey_fndds_food,True,True,"Tuna salad, made with mayonnaise",🐟🥗🥕,3
2732,2342273,"Tuna salad, made with light mayonnaise",survey_fndds_food,True,True,"Tuna salad, made with light mayonnaise",🥗🐟,3
2735,2342276,"Tuna salad, made with creamy dressing",survey_fndds_food,True,True,"Tuna salad, made with creamy dressing",🐟🥗🥬,3
2736,2342277,"Tuna salad, made with light creamy dressing",survey_fndds_food,True,True,"Tuna salad, made with light creamy dressing",🐟🥗🥬,3
2737,2342278,"Tuna salad, made with Italian dressing",survey_fndds_food,True,True,"Tuna salad, made with Italian dressing",🍣🥗🇮🇹,3
2738,2342279,"Tuna salad, made with light Italian dressing",survey_fndds_food,True,True,"Tuna salad, made with light Italian dressing",🐟🥗🇮🇹,3
2739,2342280,"Tuna salad, made with any type of fat free dressing",survey_fndds_food,True,True,"Tuna salad, made with any type of fat free dressing",,1
2740,2342281,Shrimp salad,survey_fndds_food,True,True,Shrimp salad,🦐🥗,3
2742,2342283,Tuna salad with cheese,survey_fndds_food,True,True,Tuna salad with cheese,🥗🐟🧀,3
2743,2342284,Tuna salad with egg,survey_fndds_food,True,True,Tuna salad with egg,🥗🥚🐟,3
2745,2342286,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",survey_fndds_food,True,True,"Shrimp garden salad, shrimp",🦐🥗,4
2747,2342288,"Fish, tofu, and vegetables, tempura",survey_fndds_food,True,True,"Fish, tofu",🐟🥬,2
2748,2342289,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",survey_fndds_food,True,True,"Seafood garden salad with seafood, lettuce",🦞🥗,3
2753,2342294,Lomi salmon,survey_fndds_food,True,False,Lomi salmon,🐟,2
2755,2342296,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food,True,True,"Shrimp and vegetables excluding carrots, broccoli",🦐🍅🥬,3
2758,2342299,"Shrimp shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Shrimp shish kabob with vegetables, excluding potatoes",🍤🥬,3
2759,2342300,"Shrimp creole, no rice",survey_fndds_food,True,True,"Shrimp creole, no rice",🍤🍅,3
2761,2342302,"Tuna casserole with vegetables and mushroom sauce, no noodles",survey_fndds_food,True,True,"Tuna casserole with vegetables and mushroom sauce, no noodles",,1
2763,2342304,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food,True,True,"Shellfish mixture and vegetables excluding carrots, broccoli",🦐🍅🥬,3
2767,2342308,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",survey_fndds_food,True,True,"Fish and vegetables excluding carrots, broccoli",🐟🥬,3
2769,2342310,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food,True,True,"Fish and vegetables excluding  carrots, broccoli",🐟🥬🍅,3
2770,2342311,"Fish shish kabob with vegetables, excluding potatoes",survey_fndds_food,True,True,"Fish shish kabob with vegetables, excluding potatoes",🐟🥕🥒,3
2771,2342312,"Fried fish with sauce, Puerto Rican style",survey_fndds_food,True,True,"Fried fish with sauce, Puerto Rican style",🐟🍳🇵🇷,2
2772,2342313,"Lobster with sauce, Puerto Rican style",survey_fndds_food,True,True,"Lobster with sauce, Puerto Rican style",🦞,2
2773,2342314,"Octopus salad, Puerto Rican style",survey_fndds_food,True,True,"Octopus salad, Puerto Rican style",🐙🥗,2
2774,2342315,"Codfish salad, Puerto Rican style, Serenata",survey_fndds_food,True,True,"Codfish salad, Puerto Rican style",🐟🥗🇵🇷,2
2777,2342318,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",survey_fndds_food,True,True,"Julienne salad, meat",🥗🥩,3
2778,2342319,"Antipasto with ham, fish, cheese, vegetables",survey_fndds_food,True,True,"Antipasto with ham, fish",🥓🐟🥗,3
2779,2342320,"Livers, chicken, chopped, with eggs and onion",survey_fndds_food,True,False,"Livers, chicken",🐓🧅,1
2780,2342321,"Liver, beef or calves, and onions",survey_fndds_food,True,False,"Liver, beef or calves",🍖🍝,2
2783,2342324,"Gumbo, no rice",survey_fndds_food,True,True,"Gumbo, no rice",🍲,3
2799,2342340,"Cheeseburger, on white bun, 1 small patty",survey_fndds_food,True,True,"Cheeseburger, on white bun",🍔🍞🧀,4
2800,2342341,"Cheeseburger, on wheat bun, 1 small patty",survey_fndds_food,True,True,"Cheeseburger, on wheat bun",🍔🍞,4
2831,2342372,"Hamburger, on white bun, 1 small patty",survey_fndds_food,True,False,"Hamburger, on white bun",🍔🍞,5
2832,2342373,"Hamburger, on wheat bun, 1 small patty",survey_fndds_food,True,True,"Hamburger, on wheat bun",🍔🍞,5
2853,2342394,"Corned beef sandwich on white, with cheese",survey_fndds_food,True,True,"Corned beef sandwich on white, with cheese",🥪🥬🧀,3
2855,2342396,"Corned beef sandwich on wheat, with cheese",survey_fndds_food,True,True,"Corned beef sandwich on wheat, with cheese",🥖🥪🥩🧀,4
2860,2342401,"Roast beef sandwich on wheat, with cheese",survey_fndds_food,True,True,"Roast beef sandwich on wheat, with cheese",🍖🥖🧀,4
2865,2342406,Cheese steak sandwich or sub on wheat,survey_fndds_food,True,False,Cheese steak sandwich or sub on wheat,🥪🥬🍞,4
2869,2342410,"Ham sandwich on white, with cheese",survey_fndds_food,True,True,"Ham sandwich on white, with cheese",🍖🍞🧀,4
2871,2342412,"Ham sandwich on wheat, with cheese",survey_fndds_food,True,True,"Ham sandwich on wheat, with cheese",🍖🍞🧀,4
2882,2342423,"Pork sandwich, with cheese",survey_fndds_food,True,False,"Pork sandwich, with cheese",🍖🥪🧀,4
2883,2342424,"Bacon, lettuce, tomato sandwich on white",survey_fndds_food,True,True,"Bacon, lettuce",🥓🥬,3
2886,2342427,"Turkey sandwich on white, with cheese",survey_fndds_food,True,True,"Turkey sandwich on white, with cheese",🦃🍞🧀,4
2888,2342429,"Turkey sandwich on wheat, with cheese",survey_fndds_food,True,True,"Turkey sandwich on wheat, with cheese",🦃🍞🧀,4
2898,2342439,"Club sandwich on white, with cheese",survey_fndds_food,True,True,"Club sandwich on white, with cheese",🥪🧀,4
2900,2342441,"Club sandwich on wheat, with cheese",survey_fndds_food,True,True,"Club sandwich on wheat, with cheese",🍞🧀🥬,4
2912,2342453,"Chicken fillet sandwich, fried, on white bun",survey_fndds_food,True,True,"Chicken fillet sandwich, fried",🍗🍞🍟,4
2916,2342457,"Chicken fillet sandwich, grilled, on white bun",survey_fndds_food,True,True,"Chicken fillet sandwich, grilled",🍗🍞,4
2922,2342463,"Turkey or chicken burger, on white bun",survey_fndds_food,True,False,"Turkey or chicken burger, on white bun",🦃🐓🍔🍞,4
2923,2342464,"Turkey or chicken burger, on wheat bun",survey_fndds_food,True,False,"Turkey or chicken burger, on wheat bun",🍗🍔🌾,4
2931,2342472,"Fish sandwich, fried, on white bun",survey_fndds_food,True,False,"Fish sandwich, fried",🐟🥪,3
2939,2342480,"Tuna salad sandwich on white, with cheese",survey_fndds_food,True,True,"Tuna salad sandwich on white, with cheese",🐟🥗🧀,3
2941,2342482,"Tuna salad sandwich on wheat, with cheese",survey_fndds_food,True,True,"Tuna salad sandwich on wheat, with cheese",🥪🐟🧀,3
2945,2342486,"Bologna sandwich on white, with cheese",survey_fndds_food,True,True,"Bologna sandwich on white, with cheese",🍞🧀,2
2947,2342488,"Bologna sandwich on wheat, with cheese",survey_fndds_food,True,True,"Bologna sandwich on wheat, with cheese",🍞🧀,3
2953,2342494,"Salami sandwich on wheat, with cheese",survey_fndds_food,True,True,"Salami sandwich on wheat, with cheese",🍞🧀,3
2972,2342513,"Hot dog sandwich, turkey, on white bun",survey_fndds_food,True,False,"Hot dog sandwich, turkey",🌭🦃,3
2989,2342530,"Multiple meat sandwich on wheat, with cheese",survey_fndds_food,True,True,"Multiple meat sandwich on wheat, with cheese",🍞🥪🍖🧀,3
2994,2342535,"Turkey and ham sandwich on white, with cheese",survey_fndds_food,True,True,"Turkey and ham sandwich on white, with cheese",🦃🐖🍞🧀,3
2996,2342537,"Turkey and ham sandwich on wheat, with cheese",survey_fndds_food,True,True,"Turkey and ham sandwich on wheat, with cheese",🦃🐖🥪🧀,4
3001,2342542,"Beef with vegetable, diet frozen meal",survey_fndds_food,True,True,"Beef with vegetable, diet frozen meal",🍖🥬❄️,2
3003,2342544,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",survey_fndds_food,True,True,"Salisbury steak with gravy, potatoes",🍖🍲🥔,3
3004,2342545,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",survey_fndds_food,True,True,"Salisbury steak with gravy, whipped potatoes",🍖🥣🥔,3
3005,2342546,"Salisbury steak with gravy, macaroni and cheese, frozen meal",survey_fndds_food,True,False,"Salisbury steak with gravy, macaroni and cheese",🍖🥘🍝,3
3006,2342547,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",survey_fndds_food,True,False,"Beef, sliced",🥩,4
3007,2342548,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",survey_fndds_food,True,False,"Meatballs, Swedish",🍖🥘,3
3008,2342549,"Beef with spaetzle or rice, vegetable, frozen meal",survey_fndds_food,True,True,"Beef with spaetzle or rice, vegetable",🍖🍚🥬,3
3010,2342551,"Chicken, fried, with potatoes, vegetable, frozen meal",survey_fndds_food,True,True,"Chicken, fried",🍗🔥,5
3011,2342552,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",survey_fndds_food,True,False,"Chicken patty, or nuggets",🐓🍗,4
3013,2342554,"Teriyaki chicken with rice and vegetable, diet frozen meal",survey_fndds_food,True,True,"Teriyaki chicken with rice and vegetable, diet frozen meal",,1
3014,2342555,"Chicken with rice and vegetable, diet frozen meal",survey_fndds_food,True,True,"Chicken with rice and vegetable, diet frozen meal",🐓🍚🥬,3
3015,2342556,"Chicken and vegetables au gratin with rice, diet frozen entree",survey_fndds_food,True,True,"Chicken and vegetables au gratin with rice, diet frozen entree",,1
3016,2342557,"Chicken and vegetable entree with rice, diet frozen meal",survey_fndds_food,True,True,"Chicken and vegetable entree with rice, diet frozen meal",,1
3017,2342558,"Chicken with noodles and cheese sauce, diet frozen meal",survey_fndds_food,True,True,"Chicken with noodles and cheese sauce, diet frozen meal",,1
3018,2342559,"Chicken and vegetable entree with noodles, diet frozen meal",survey_fndds_food,True,True,"Chicken and vegetable entree with noodles, diet frozen meal",,1
3019,2342560,"Chicken in soy-based sauce, rice and vegetables, frozen meal",survey_fndds_food,True,True,"Chicken in soy-based sauce, rice and vegetables",🐓🍚🥬,4
3020,2342561,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",survey_fndds_food,True,True,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",,1
3021,2342562,"Turkey with vegetable, stuffing, diet frozen meal",survey_fndds_food,True,True,"Turkey with vegetable, stuffing",🦃🥬🍞,4
3022,2342563,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",survey_fndds_food,True,True,"Turkey with gravy, dressing",🦃🍗🍽,5
3023,2342564,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",survey_fndds_food,True,True,"Fish in lemon-butter sauce with starch item, vegetable",🐟🍋🧈🍚🥬,3
3024,2342565,"Shrimp and vegetables in sauce with noodles, diet frozen meal",survey_fndds_food,True,True,"Shrimp and vegetables in sauce with noodles, diet frozen meal",,1
3026,2342567,"Meat loaf with potatoes, vegetable, frozen meal",survey_fndds_food,True,True,"Meat loaf with potatoes, vegetable",🍖🥔🥬,4
3027,2342568,"Beef, broth, bouillon, or consomme",survey_fndds_food,True,False,"Beef, broth",🍖🥣,3
3034,2342575,"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve",survey_fndds_food,True,True,"Beef vegetable soup with potato, pasta",🍖🥔🥬🍝,4
3038,2342579,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",survey_fndds_food,True,True,"Pork vegetable soup with potato, pasta",🐖🥔🍜,3
3040,2342581,"Chicken or turkey broth, bouillon, or consomme",survey_fndds_food,True,False,"Chicken or turkey broth, bouillon",🐓🦃🥣,4
3046,2342587,"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",survey_fndds_food,True,True,"Chicken or turkey soup with vegetables, broccoli",🐓🥣🥦,4
3048,2342589,"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",survey_fndds_food,True,True,"Chicken or turkey vegetable soup, canned",🐓🥕,4
3049,2342590,"Chicken or turkey vegetable soup, stew type",survey_fndds_food,True,True,"Chicken or turkey vegetable soup, stew type",🐓🥕🥣,4
3050,2342591,"Chicken or turkey vegetable soup with rice, stew type, chunky style",survey_fndds_food,True,True,"Chicken or turkey vegetable soup with rice, stew type",,1
3051,2342592,"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",survey_fndds_food,True,True,"Chicken or turkey vegetable soup with noodles, stew type",,1
3053,2342594,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",survey_fndds_food,True,True,"Chicken or turkey vegetable soup with rice, home recipe",,1
3056,2342597,"Chicken or turkey soup with vegetables and fruit, Asian Style",survey_fndds_food,True,True,"Chicken or turkey soup with vegetables and fruit, Asian Style",,1
3058,2342599,"Chicken or turkey soup, cream of, prepared with milk",survey_fndds_food,True,True,"Chicken or turkey soup, cream of",🐓🍲,4
3062,2342603,"Fish and vegetable soup, no potatoes, Mexican style",survey_fndds_food,True,True,"Fish and vegetable soup, no potatoes",🐟🥬🥣,3
3063,2342604,"Codfish, rice, and vegetable soup, Puerto Rican style",survey_fndds_food,True,True,"Codfish, rice",🐟🍚,2
3065,2342606,"Clam chowder, New England, prepared with milk",survey_fndds_food,True,True,"Clam chowder, New England",🦪🍲,3
3071,2342612,"Shrimp soup, cream of, prepared with milk",survey_fndds_food,True,True,"Shrimp soup, cream of",🍤🍲,3
3072,2342613,Shrimp gumbo,survey_fndds_food,True,False,Shrimp gumbo,🍤🍲,3
3074,2342615,"Seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",survey_fndds_food,True,True,"Seafood soup with potatoes, and vegetables excluding carrots",🦞🥔🍅,3
3076,2342617,"Seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",survey_fndds_food,True,True,"Seafood soup with vegetables excluding carrots, broccoli",🦞🥣🥬,3
3077,2342618,"Meat broth, Puerto Rican style",survey_fndds_food,True,False,"Meat broth, Puerto Rican style",🍖🥣,3
3078,2342619,"Gravy, poultry",survey_fndds_food,True,False,"Gravy, poultry",🍗🥣,4
3079,2342620,"Gravy, beef",survey_fndds_food,True,False,"Gravy, beef",🍖,3
3082,2342623,"Gravy, made with soy sauce",survey_fndds_food,True,True,"Gravy, made with soy sauce",🍲🥣,2
3086,2342627,"Egg, whole, raw",survey_fndds_food,True,True,"Egg, whole",🥚,5
3102,2342643,"Egg, white only, raw",survey_fndds_food,True,True,"Egg, white only",🥚,3
