id,fdc_id,name,origin_dataset
2584,2342125,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",survey_fndds_food
2585,2342126,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food
2586,2342127,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food
2587,2342128,"Chicken or turkey, rice, corn, and cheese, with gravy",survey_fndds_food
2588,2342129,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",survey_fndds_food
2589,2342130,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",survey_fndds_food
2590,2342131,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food
2591,2342132,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",survey_fndds_food
2592,2342133,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",survey_fndds_food
2593,2342134,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food
2594,2342135,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food
2595,2342136,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",survey_fndds_food
2596,2342137,"Pot pie, chicken",survey_fndds_food
2597,2342138,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",survey_fndds_food
2598,2342139,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",survey_fndds_food
2599,2342140,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",survey_fndds_food
2600,2342141,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",survey_fndds_food
2601,2342142,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",survey_fndds_food
2602,2342143,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",survey_fndds_food
2603,2342144,"Chicken fricassee, Puerto Rican style",survey_fndds_food
2604,2342145,Paella with seafood,survey_fndds_food
2605,2342146,Shrimp chow mein or chop suey with noodles,survey_fndds_food
2606,2342147,"Shrimp creole, with rice",survey_fndds_food
2607,2342148,"Tuna noodle casserole with vegetables, cream or white sauce",survey_fndds_food
2608,2342149,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",survey_fndds_food
2609,2342150,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",survey_fndds_food
2610,2342151,Bouillabaisse,survey_fndds_food
2611,2342152,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",survey_fndds_food
2612,2342153,Tuna noodle casserole with vegetables and mushroom sauce,survey_fndds_food
2613,2342154,"Codfish with starchy vegetables, Puerto Rican style",survey_fndds_food
2614,2342155,"Biscayne codfish, Puerto Rican style",survey_fndds_food
2615,2342156,"Stew, NFS",survey_fndds_food
2616,2342157,"Chow mein or chop suey, NS as to type of meat, with noodles",survey_fndds_food
2617,2342158,"Paella, NFS",survey_fndds_food
2618,2342159,"Chow mein or chop suey, various types of meat, with noodles",survey_fndds_food
2619,2342160,"Stewed variety meats, mostly liver, Puerto Rican style",survey_fndds_food
2620,2342161,"Stewed tripe, with potatoes, Puerto Rican style",survey_fndds_food
2621,2342162,Gumbo with rice,survey_fndds_food
2622,2342163,Jambalaya with meat and rice,survey_fndds_food
2623,2342164,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",survey_fndds_food
2624,2342165,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food
2625,2342166,"Beef shish kabob with vegetables, excluding potatoes",survey_fndds_food
2626,2342167,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2627,2342168,Swiss steak,survey_fndds_food
2628,2342169,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",survey_fndds_food
2629,2342170,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2630,2342171,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",survey_fndds_food
2631,2342172,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",survey_fndds_food
2632,2342173,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2633,2342174,Beef and broccoli,survey_fndds_food
2634,2342175,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2635,2342176,Szechuan beef,survey_fndds_food
2636,2342177,Hunan beef,survey_fndds_food
2637,2342178,"Beef chow mein or chop suey, no noodles",survey_fndds_food
2638,2342179,Kung Pao beef,survey_fndds_food
2639,2342180,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2640,2342181,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2641,2342182,"Beef and vegetables, Hawaiian style",survey_fndds_food
2642,2342183,Pepper steak,survey_fndds_food
2643,2342184,"Beef, ground, with egg and onion",survey_fndds_food
2644,2342185,Beef salad,survey_fndds_food
2645,2342186,"Beef taco filling: beef, cheese, tomato, taco sauce",survey_fndds_food
2646,2342187,Stir fried beef and vegetables in soy sauce,survey_fndds_food
2647,2342188,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",survey_fndds_food
2648,2342189,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",survey_fndds_food
2649,2342190,Seasoned shredded soup meat,survey_fndds_food
2650,2342191,"Beef stew with vegetables excluding potatoes, Puerto Rican style",survey_fndds_food
2651,2342192,"Corned beef with tomato sauce and onion, Puerto Rican style",survey_fndds_food
2652,2342193,"Beef steak with onions, Puerto Rican style",survey_fndds_food
2653,2342194,Cabbage with ham hocks,survey_fndds_food
2654,2342195,Ham or pork salad,survey_fndds_food
2655,2342196,Frankfurters or hot dogs and sauerkraut,survey_fndds_food
2656,2342197,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",survey_fndds_food
2657,2342198,Greens with ham or pork,survey_fndds_food
2658,2342199,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",survey_fndds_food
2659,2342200,"Pork and vegetables, Hawaiian style",survey_fndds_food
2660,2342201,Pork and watercress with soy-based sauce,survey_fndds_food
2661,2342202,Kung Pao pork,survey_fndds_food
2662,2342203,"Moo Shu pork, without Chinese pancake",survey_fndds_food
2663,2342204,Pork and onions with soy-based sauce,survey_fndds_food
2664,2342205,Pork hash,survey_fndds_food
2665,2342206,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",survey_fndds_food
2666,2342207,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food
2667,2342208,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food
2668,2342209,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2669,2342210,"Pork chow mein or chop suey, no noodles",survey_fndds_food
2670,2342211,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2671,2342212,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2672,2342213,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2673,2342214,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2674,2342215,"Sausage and peppers, no sauce",survey_fndds_food
2675,2342216,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2676,2342217,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",survey_fndds_food
2677,2342218,"Pork shish kabob with vegetables, excluding potatoes",survey_fndds_food
2678,2342219,"Stuffed christophine, Puerto Rican style",survey_fndds_food
2679,2342220,"Pork chop stewed with vegetables, Puerto Rican style",survey_fndds_food
2680,2342221,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",survey_fndds_food
2681,2342222,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",survey_fndds_food
2682,2342223,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",survey_fndds_food
2683,2342224,"Lamb shish kabob with vegetables, excluding potatoes",survey_fndds_food
2684,2342225,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",survey_fndds_food
2685,2342226,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food
2686,2342227,"Chicken or turkey shish kabob with vegetables, excluding potatoes",survey_fndds_food
2687,2342228,"Chicken or turkey creole, without rice",survey_fndds_food
2688,2342229,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",survey_fndds_food
2689,2342230,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",survey_fndds_food
2690,2342231,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",survey_fndds_food
2691,2342232,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",survey_fndds_food
2692,2342233,Chicken or turkey divan,survey_fndds_food
2693,2342234,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2694,2342235,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2695,2342236,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2696,2342237,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2697,2342238,General Tso chicken,survey_fndds_food
2698,2342239,Moo Goo Gai Pan,survey_fndds_food
2699,2342240,Kung pao chicken,survey_fndds_food
2700,2342241,Almond chicken,survey_fndds_food
2701,2342242,"Chicken or turkey chow mein or chop suey, no noodles",survey_fndds_food
2702,2342243,"Chicken or turkey salad, made with mayonnaise",survey_fndds_food
2703,2342244,Chicken or turkey salad with nuts and/or fruits,survey_fndds_food
2704,2342245,Chicken or turkey salad with egg,survey_fndds_food
2705,2342246,"Chicken or turkey salad, made with light mayonnaise",survey_fndds_food
2706,2342247,"Chicken or turkey salad, made with mayonnaise-type salad dressing",survey_fndds_food
2707,2342248,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",survey_fndds_food
2708,2342249,"Chicken or turkey salad, made with creamy dressing",survey_fndds_food
2709,2342250,"Chicken or turkey salad, made with light creamy dressing",survey_fndds_food
2710,2342251,"Chicken or turkey salad, made with Italian dressing",survey_fndds_food
2711,2342252,"Chicken or turkey salad, made with light Italian dressing",survey_fndds_food
2712,2342253,"Chicken or turkey salad, made with any type of fat free dressing",survey_fndds_food
2713,2342254,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2714,2342255,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",survey_fndds_food
2715,2342256,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2716,2342257,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2717,2342258,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2718,2342259,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2719,2342260,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",survey_fndds_food
2720,2342261,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",survey_fndds_food
2721,2342262,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",survey_fndds_food
2722,2342263,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",survey_fndds_food
2723,2342264,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",survey_fndds_food
2724,2342265,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",survey_fndds_food
2725,2342266,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",survey_fndds_food
2726,2342267,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",survey_fndds_food
2727,2342268,Crab salad,survey_fndds_food
2728,2342269,Lobster salad,survey_fndds_food
2729,2342270,Salmon salad,survey_fndds_food
2730,2342271,"Shrimp chow mein or chop suey, no noodles",survey_fndds_food
2731,2342272,"Tuna salad, made with mayonnaise",survey_fndds_food
2732,2342273,"Tuna salad, made with light mayonnaise",survey_fndds_food
2733,2342274,"Tuna salad, made with mayonnaise-type salad dressing",survey_fndds_food
2734,2342275,"Tuna salad, made with light mayonnaise-type salad dressing",survey_fndds_food
2735,2342276,"Tuna salad, made with creamy dressing",survey_fndds_food
2736,2342277,"Tuna salad, made with light creamy dressing",survey_fndds_food
2737,2342278,"Tuna salad, made with Italian dressing",survey_fndds_food
2738,2342279,"Tuna salad, made with light Italian dressing",survey_fndds_food
2739,2342280,"Tuna salad, made with any type of fat free dressing",survey_fndds_food
2740,2342281,Shrimp salad,survey_fndds_food
2741,2342282,Seafood salad,survey_fndds_food
2742,2342283,Tuna salad with cheese,survey_fndds_food
2743,2342284,Tuna salad with egg,survey_fndds_food
2744,2342285,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2745,2342286,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",survey_fndds_food
2746,2342287,Crab salad made with imitation crab,survey_fndds_food
2747,2342288,"Fish, tofu, and vegetables, tempura",survey_fndds_food
2748,2342289,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",survey_fndds_food
2749,2342290,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2750,2342291,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",survey_fndds_food
2751,2342292,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",survey_fndds_food
2752,2342293,Oysters Rockefeller,survey_fndds_food
2753,2342294,Lomi salmon,survey_fndds_food
2754,2342295,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",survey_fndds_food
2755,2342296,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",survey_fndds_food
2756,2342297,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2757,2342298,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2758,2342299,"Shrimp shish kabob with vegetables, excluding potatoes",survey_fndds_food
2759,2342300,"Shrimp creole, no rice",survey_fndds_food
2760,2342301,Kung Pao shrimp,survey_fndds_food
2761,2342302,"Tuna casserole with vegetables and mushroom sauce, no noodles",survey_fndds_food
2762,2342303,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2763,2342304,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2764,2342305,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",survey_fndds_food
2765,2342306,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",survey_fndds_food
2766,2342307,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2767,2342308,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",survey_fndds_food
2768,2342309,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2769,2342310,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",survey_fndds_food
2770,2342311,"Fish shish kabob with vegetables, excluding potatoes",survey_fndds_food
2771,2342312,"Fried fish with sauce, Puerto Rican style",survey_fndds_food
2772,2342313,"Lobster with sauce, Puerto Rican style",survey_fndds_food
2773,2342314,"Octopus salad, Puerto Rican style",survey_fndds_food
2774,2342315,"Codfish salad, Puerto Rican style, Serenata",survey_fndds_food
2775,2342316,"Chow mein or chop suey, NS as to type of meat, no noodles",survey_fndds_food
2776,2342317,Lau lau,survey_fndds_food
2777,2342318,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",survey_fndds_food
2778,2342319,"Antipasto with ham, fish, cheese, vegetables",survey_fndds_food
2779,2342320,"Livers, chicken, chopped, with eggs and onion",survey_fndds_food
2780,2342321,"Liver, beef or calves, and onions",survey_fndds_food
2781,2342322,"Stewed chitterlings, Puerto Rican style",survey_fndds_food
2782,2342323,"Stewed gizzards, Puerto Rican style",survey_fndds_food
2783,2342324,"Gumbo, no rice",survey_fndds_food
2784,2342325,"Sandwich, NFS",survey_fndds_food
2785,2342326,"Sandwich wrap, NFS",survey_fndds_food
2786,2342327,"Barbecue sandwich, NFS",survey_fndds_food
2787,2342328,"Sloppy joe sandwich, on white bun",survey_fndds_food
2788,2342329,"Sloppy joe sandwich, on wheat bun",survey_fndds_food
2789,2342330,"Barbecue beef sandwich, on white bun",survey_fndds_food
2790,2342331,"Barbecue beef sandwich, on wheat bun",survey_fndds_food
2791,2342332,"Cheeseburger slider, from fast food",survey_fndds_food
2792,2342333,"Cheeseburger, NFS",survey_fndds_food
2793,2342334,"Cheeseburger, from fast food, 1 small patty",survey_fndds_food
2794,2342335,Cheeseburger (Burger King),survey_fndds_food
2795,2342336,Whopper Jr with cheese (Burger King),survey_fndds_food
2796,2342337,Cheeseburger (McDonalds),survey_fndds_food
2797,2342338,"Cheeseburger, from school cafeteria",survey_fndds_food
2798,2342339,Cheeseburger slider,survey_fndds_food
2799,2342340,"Cheeseburger, on white bun, 1 small patty",survey_fndds_food
2800,2342341,"Cheeseburger, on wheat bun, 1 small patty",survey_fndds_food
2801,2342342,"Cheeseburger, from fast food, 1 medium patty",survey_fndds_food
2802,2342343,Quarter Pounder (McDonalds),survey_fndds_food
2803,2342344,Whopper with cheese (Burger King),survey_fndds_food
2804,2342345,Quarter Pounder with cheese (McDonalds),survey_fndds_food
2805,2342346,"Cheeseburger, on white bun, 1 medium patty",survey_fndds_food
2806,2342347,"Cheeseburger, on wheat bun, 1 medium patty",survey_fndds_food
2807,2342348,"Cheeseburger, on white bun, 1 large patty",survey_fndds_food
2808,2342349,"Cheeseburger, on wheat bun, 1 large patty",survey_fndds_food
2809,2342350,"Double cheeseburger, on white bun, 2 small patties",survey_fndds_food
2810,2342351,"Double cheeseburger, on wheat bun, 2 small patties",survey_fndds_food
2811,2342352,"Double cheeseburger, on white bun, 2 medium patties",survey_fndds_food
2812,2342353,"Double cheeseburger, on wheat bun, 2 medium patties",survey_fndds_food
2813,2342354,"Cheeseburger, from fast food, 1 large patty",survey_fndds_food
2814,2342355,"Double cheeseburger, on white bun, 2 large patties",survey_fndds_food
2815,2342356,"Double cheeseburger, on wheat bun, 2 large patties",survey_fndds_food
2816,2342357,"Double cheeseburger, from fast food, 2 small patties",survey_fndds_food
2817,2342358,Double cheeseburger (Burger King),survey_fndds_food
2818,2342359,Double cheeseburger (McDonalds),survey_fndds_food
2819,2342360,McDouble (McDonalds),survey_fndds_food
2820,2342361,Big Mac (McDonalds),survey_fndds_food
2821,2342362,"Double cheeseburger, from fast food, 2 medium patties",survey_fndds_food
2822,2342363,"Double cheeseburger, from fast food, 2 large patties",survey_fndds_food
2823,2342364,"Hamburger slider, from fast food",survey_fndds_food
2824,2342365,"Hamburger, NFS",survey_fndds_food
2825,2342366,"Hamburger, from fast food, 1 small patty",survey_fndds_food
2826,2342367,Hamburger (Burger King),survey_fndds_food
2827,2342368,Whopper Jr (Burger King),survey_fndds_food
2828,2342369,Hamburger (McDonalds),survey_fndds_food
2829,2342370,"Hamburger, from school cafeteria",survey_fndds_food
2830,2342371,Hamburger slider,survey_fndds_food
2831,2342372,"Hamburger, on white bun, 1 small patty",survey_fndds_food
2832,2342373,"Hamburger, on wheat bun, 1 small patty",survey_fndds_food
2833,2342374,"Hamburger, from fast food, 1 medium patty",survey_fndds_food
2834,2342375,"Hamburger, from fast food, 1 large patty",survey_fndds_food
2835,2342376,Whopper (Burger King),survey_fndds_food
2836,2342377,"Hamburger, on white bun, 1 medium patty",survey_fndds_food
2837,2342378,"Hamburger, on wheat bun, 1 medium patty",survey_fndds_food
2838,2342379,"Hamburger, on white bun, 1 large patty",survey_fndds_food
2839,2342380,"Hamburger, on wheat bun, 1 large patty",survey_fndds_food
2840,2342381,"Double hamburger, on white bun, 2 small patties",survey_fndds_food
2841,2342382,"Double hamburger, on wheat bun, 2 small patties",survey_fndds_food
2842,2342383,"Double hamburger, on white bun, 2 medium patties",survey_fndds_food
2843,2342384,"Double hamburger, on wheat bun, 2 medium patties",survey_fndds_food
2844,2342385,"Double hamburger, on white bun, 2 large patties",survey_fndds_food
2845,2342386,"Double hamburger, on wheat bun, 2 large patties",survey_fndds_food
2846,2342387,"Double hamburger, from fast food, 2 small patties",survey_fndds_food
2847,2342388,"Double hamburger, from fast food, 2 medium patties",survey_fndds_food
2848,2342389,"Double hamburger, from fast food, 2 large patties",survey_fndds_food
2849,2342390,Meatball sandwich or sub,survey_fndds_food
2850,2342391,Meatloaf sandwich,survey_fndds_food
2851,2342392,"Chiliburger, with or without cheese, on bun",survey_fndds_food
2852,2342393,Corned beef sandwich on white,survey_fndds_food
2853,2342394,"Corned beef sandwich on white, with cheese",survey_fndds_food
2854,2342395,Corned beef sandwich on wheat,survey_fndds_food
2855,2342396,"Corned beef sandwich on wheat, with cheese",survey_fndds_food
2856,2342397,Reuben sandwich,survey_fndds_food
2857,2342398,Roast beef sandwich on white,survey_fndds_food
2858,2342399,"Roast beef sandwich on white, with cheese",survey_fndds_food
2859,2342400,Roast beef sandwich on wheat,survey_fndds_food
2860,2342401,"Roast beef sandwich on wheat, with cheese",survey_fndds_food
2861,2342402,French dip sandwich,survey_fndds_food
2862,2342403,Steak sandwich or sub on white,survey_fndds_food
2863,2342404,Steak sandwich or sub on wheat,survey_fndds_food
2864,2342405,Cheese steak sandwich or sub on white,survey_fndds_food
2865,2342406,Cheese steak sandwich or sub on wheat,survey_fndds_food
2866,2342407,Gyro sandwich,survey_fndds_food
2867,2342408,"Hamburger wrap sandwich, from fast food",survey_fndds_food
2868,2342409,Ham sandwich on white,survey_fndds_food
2869,2342410,"Ham sandwich on white, with cheese",survey_fndds_food
2870,2342411,Ham sandwich on wheat,survey_fndds_food
2871,2342412,"Ham sandwich on wheat, with cheese",survey_fndds_food
2872,2342413,"Ham sandwich or sub, restaurant",survey_fndds_food
2873,2342414,"Ham sandwich or sub, with cheese, restaurant",survey_fndds_food
2874,2342415,Ham sandwich wrap,survey_fndds_food
2875,2342416,Ham salad sandwich on white,survey_fndds_food
2876,2342417,Ham salad sandwich on wheat,survey_fndds_food
2877,2342418,Cuban sandwich,survey_fndds_food
2878,2342419,Barbecue rib sandwich,survey_fndds_food
2879,2342420,"Barbecue pork sandwich, on white bun",survey_fndds_food
2880,2342421,"Barbecue pork sandwich, on wheat bun",survey_fndds_food
2881,2342422,Pork sandwich,survey_fndds_food
2882,2342423,"Pork sandwich, with cheese",survey_fndds_food
2883,2342424,"Bacon, lettuce, tomato sandwich on white",survey_fndds_food
2884,2342425,"Bacon, lettuce, tomato sandwich on wheat",survey_fndds_food
2885,2342426,Turkey sandwich on white,survey_fndds_food
2886,2342427,"Turkey sandwich on white, with cheese",survey_fndds_food
2887,2342428,Turkey sandwich on wheat,survey_fndds_food
2888,2342429,"Turkey sandwich on wheat, with cheese",survey_fndds_food
2889,2342430,"Turkey sandwich or sub, restaurant",survey_fndds_food
2890,2342431,"Turkey sandwich or sub, with cheese, restaurant",survey_fndds_food
2891,2342432,Turkey sandwich wrap,survey_fndds_food
2892,2342433,"Chicken deli sandwich or sub, restaurant",survey_fndds_food
2893,2342434,"Chicken deli sandwich or sub, with cheese, restaurant",survey_fndds_food
2894,2342435,Chicken salad sandwich on white,survey_fndds_food
2895,2342436,Chicken salad sandwich on wheat,survey_fndds_food
2896,2342437,Chicken salad sandwich wrap,survey_fndds_food
2897,2342438,Club sandwich on white,survey_fndds_food
2898,2342439,"Club sandwich on white, with cheese",survey_fndds_food
2899,2342440,Club sandwich on wheat,survey_fndds_food
2900,2342441,"Club sandwich on wheat, with cheese",survey_fndds_food
2901,2342442,"Club sandwich or sub, restaurant",survey_fndds_food
2902,2342443,"Barbecue chicken sandwich, on white bun",survey_fndds_food
2903,2342444,"Barbecue chicken sandwich, on wheat bun",survey_fndds_food
2904,2342445,"Chicken fillet sandwich, NFS",survey_fndds_food
2905,2342446,"Chicken fillet sandwich, from school cafeteria",survey_fndds_food
2906,2342447,"Chicken fillet biscuit, from fast food",survey_fndds_food
2907,2342448,"Chicken fillet sandwich, fried, from fast food",survey_fndds_food
2908,2342449,"Chicken fillet sandwich, fried, from fast food, with cheese",survey_fndds_food
2909,2342450,"Chicken fillet sandwich, grilled, from fast food",survey_fndds_food
2910,2342451,"Chicken fillet sandwich, grilled, from fast food, with cheese",survey_fndds_food
2911,2342452,"Chicken fillet sandwich, NS as to fried or grilled, from fast food",survey_fndds_food
2912,2342453,"Chicken fillet sandwich, fried, on white bun",survey_fndds_food
2913,2342454,"Chicken fillet sandwich, fried, on white bun; with cheese",survey_fndds_food
2914,2342455,"Chicken fillet sandwich, fried, on wheat bun",survey_fndds_food
2915,2342456,"Chicken fillet sandwich, fried, on wheat bun, with cheese",survey_fndds_food
2916,2342457,"Chicken fillet sandwich, grilled, on white bun",survey_fndds_food
2917,2342458,"Chicken fillet sandwich, grilled, on white bun, with cheese",survey_fndds_food
2918,2342459,"Chicken fillet sandwich, grilled, on wheat bun",survey_fndds_food
2919,2342460,"Chicken fillet sandwich, grilled, on wheat bun, with cheese",survey_fndds_food
2920,2342461,"Chicken fillet wrap sandwich, fried, from fast food",survey_fndds_food
2921,2342462,"Chicken fillet wrap sandwich, grilled, from fast food",survey_fndds_food
2922,2342463,"Turkey or chicken burger, on white bun",survey_fndds_food
